"id","names_uri","name1","name1_lang","name2","name2_lang","type","local_type","geometry_x","geometry_y","most_detail_view_res","least_detail_view_res","mbr_xmin","mbr_ymin","mbr_xmax","mbr_ymax","postcode_district","postcode_district_uri","populated_place","populated_place_uri","populated_place_type","district_borough","district_borough_uri","district_borough_type","county_unitary","county_unitary_uri","county_unitary_type","region","region_uri","country","country_uri","related_spatial_object","same_as_dbpedia","same_as_geonames","geom"
"osgb4000000074560388","http://data.ordnancesurvey.co.uk/id/4000000074560388","Whitbeck",,"",,"populatedPlace","Hamlet","311895","483971","5000","25000","311410","483816","312098","484744","LA19","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA19",,,,"Copeland","http://data.ordnancesurvey.co.uk/id/7000000000012966","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","http://sws.geonames.org/2634141","0101000020E61000009A5EBA3BFDD30AC0EF0C2B6D351F4B40"
"osgb4000000074563013","http://data.ordnancesurvey.co.uk/id/4000000074563013","Millom",,"",,"populatedPlace","Town","317145","480181","18000","2000000","316090","479374","318877","481555","LA18","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA18",,,,"Copeland","http://data.ordnancesurvey.co.uk/id/7000000000012966","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Millom","http://sws.geonames.org/2642505","0101000020E6100000CFFA055AE52C0AC0C7169B52F61A4B40"
"osgb4000000074560594","http://data.ordnancesurvey.co.uk/id/4000000074560594","Beckfoot",,"",,"populatedPlace","Hamlet","319272","489884","5000","25000","319010","489619","319510","490119","LA20","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA20",,,,"Copeland","http://data.ordnancesurvey.co.uk/id/7000000000012966","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000005329BC627BEF09C00D5F89452A264B40"
"osgb4000000074560593","http://data.ordnancesurvey.co.uk/id/4000000074560593","Bank End",,"",,"populatedPlace","Hamlet","319882","488567","5000","25000","319631","488267","320131","488767","LA20","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA20",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Bank_End","","0101000020E6100000530FB23291DB09C030A230AAA9244B40"
"osgb4000000074560387","http://data.ordnancesurvey.co.uk/id/4000000074560387","Hallthwaites",,"",,"populatedPlace","Hamlet","318226","485346","5000","25000","317763","485149","318701","485649","LA18","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA18",,,,"Copeland","http://data.ordnancesurvey.co.uk/id/7000000000012966","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000004F2B5EA2D80D0AC0EA1E40B9EC204B40"
"osgb4000000074813520","http://data.ordnancesurvey.co.uk/id/4000000074813520","Snape Green",,"",,"populatedPlace","Hamlet","337766","413952","5000","25000","337080","413859","338176","414760","PR8","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR8",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000C2A5D894D18907C0A03BAA9527CF4A40"
"osgb4000000074550902","http://data.ordnancesurvey.co.uk/id/4000000074550902","Bangor's Green",,"",,"populatedPlace","Hamlet","337928","409197","5000","25000","337705","408768","338514","409521","L39","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L39",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000008619CA98DC8207C075E354EDAFC94A40"
"osgb4000000074578314","http://data.ordnancesurvey.co.uk/id/4000000074578314","Downholland Cross",,"",,"populatedPlace","Hamlet","336517","406947","5000","25000","336390","406389","336967","407071","L39","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L39",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000004AFA39EE8EAD07C0A7018CC913C74A40"
"osgb4000000074578547","http://data.ordnancesurvey.co.uk/id/4000000074578547","Drummersdale",,"",,"populatedPlace","Hamlet","339479","413024","5000","25000","339250","412735","339750","413235","L40","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L40",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000E4B71BBB6B5407C0B5FF99E31CCE4A40"
"osgb4000000074578978","http://data.ordnancesurvey.co.uk/id/4000000074578978","Jack's Mere",,"",,"populatedPlace","Hamlet","337105","413572","5000","25000","337015","413176","337667","413676","L40","http://data.ordnancesurvey.co.uk/id/postcodedistrict/L40",,,,"West Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000004912","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000035C25821F9E07C009789216B5CE4A40"
"osgb4000000074579263","http://data.ordnancesurvey.co.uk/id/4000000074579263","Poulton-le-Fylde",,"",,"populatedPlace","Town","334657","439318","27000","2000000","333645","437264","337056","441397","FY6","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY6",,,,"Wyre","http://data.ordnancesurvey.co.uk/id/7000000000004922","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Poulton-le-Fylde","http://sws.geonames.org/2639958","0101000020E6100000BE9FE7D00DF507C0F38FE0D748EC4A40"
"osgb4000000074579613","http://data.ordnancesurvey.co.uk/id/4000000074579613","Westby",,"",,"populatedPlace","Hamlet","338412","431853","5000","25000","338025","431580","339163","432080","PR4","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR4",,,,"Fylde","http://data.ordnancesurvey.co.uk/id/7000000000004985","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000007065BEC31E7D07C05FA9ADA1C1E34A40"
"osgb4000000074579614","http://data.ordnancesurvey.co.uk/id/4000000074579614","Little Plumpton",,"",,"populatedPlace","Hamlet","337961","432565","5000","25000","337766","432437","338266","432937","PR4","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR4",,,,"Fylde","http://data.ordnancesurvey.co.uk/id/7000000000004985","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000CE2769B86D8B07C0471ADD8A91E44A40"
"osgb4000000074330462","http://data.ordnancesurvey.co.uk/id/4000000074330462","Peel",,"",,"populatedPlace","Hamlet","335886","431168","5000","25000","335526","431080","336026","432497","FY4","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY4",,,,"Fylde","http://data.ordnancesurvey.co.uk/id/7000000000004985","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000B896603752CB07C0B1A62EE8EDE24A40"
"osgb4000000074579970","http://data.ordnancesurvey.co.uk/id/4000000074579970","Lower Ballam",,"",,"populatedPlace","Hamlet","336617","431000","5000","25000","336355","430752","336855","431252","FY8","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY8",,,,"Fylde","http://data.ordnancesurvey.co.uk/id/7000000000004985","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000007B8F43E789B407C04224335FBFE24A40"
"osgb4000000074579973","http://data.ordnancesurvey.co.uk/id/4000000074579973","Lytham St Anne's",,"",,"populatedPlace","Town","332196","428907","49000","2000000","330845","426851","338332","430922","FY8","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY8",,,,"Fylde","http://data.ordnancesurvey.co.uk/id/7000000000004985","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Lytham_St_Annes","http://sws.geonames.org/6693470","0101000020E6100000CB8A3343F23C08C0927AAFC444E04A40"
"osgb4000000074579849","http://data.ordnancesurvey.co.uk/id/4000000074579849","Greenhalgh",,"",,"populatedPlace","Hamlet","339973","435843","5000","25000","339665","435263","340992","435982","PR4","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR4",,,,"Fylde","http://data.ordnancesurvey.co.uk/id/7000000000004985","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E610000091080A43354E07C0C45041975EE84A40"
"osgb4000000074579971","http://data.ordnancesurvey.co.uk/id/4000000074579971","Higher Ballam",,"",,"populatedPlace","Hamlet","336031","430267","5000","25000","335651","430031","336228","430531","FY8","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY8",,,,"Fylde","http://data.ordnancesurvey.co.uk/id/7000000000004985","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000C1B8DAD56EC607C0A673472BE5E14A40"
"osgb4000000074579384","http://data.ordnancesurvey.co.uk/id/4000000074579384","Blackpool",,"",,"populatedPlace","Town","330873","436578","80000","2000000","330015","430607","336442","442918","FY1","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY1",,,,"","","","Blackpool","http://data.ordnancesurvey.co.uk/id/7000000000038861","http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","http://sws.geonames.org/2655459","0101000020E6100000C30C93E88E6908C0B64C49EE11E94A40"
"osgb4000000074578915","http://data.ordnancesurvey.co.uk/id/4000000074578915","Hale Nook",,"",,"populatedPlace","Hamlet","339128","444108","5000","25000","338904","443773","339432","444389","PR3","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR3",,,,"Wyre","http://data.ordnancesurvey.co.uk/id/7000000000004922","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E610000079C1C9B3D96B07C07968E935DDF14A40"
"osgb4000000074579735","http://data.ordnancesurvey.co.uk/id/4000000074579735","Fleetwood",,"",,"populatedPlace","Town","332151","446894","26000","2000000","331070","444482","334161","448542","FY7","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY7",,,,"Wyre","http://data.ordnancesurvey.co.uk/id/7000000000004922","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Fleetwood","http://sws.geonames.org/2649312","0101000020E6100000D75D8FD37C4608C0AACEB22AF5F44A40"
"osgb4000000074578792","http://data.ordnancesurvey.co.uk/id/4000000074578792","Whin Lane End",,"",,"populatedPlace","Hamlet","339148","441587","5000","25000","339015","441443","339806","442232","PR3","http://data.ordnancesurvey.co.uk/id/postcodedistrict/PR3",,,,"Wyre","http://data.ordnancesurvey.co.uk/id/7000000000004922","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E6100000541CE957336A07C09482B5EAF6EE4A40"
"osgb4000000074579501","http://data.ordnancesurvey.co.uk/id/4000000074579501","Cleveleys",,"",,"populatedPlace","Town","331742","443559","15000","2000000","331241","442260","332882","444584","FY5","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY5",,,,"Wyre","http://data.ordnancesurvey.co.uk/id/7000000000004922","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Cleveleys","http://sws.geonames.org/2652857","0101000020E610000002C93D58B65108C06273FF5D1DF14A40"
"osgb4000000074579496","http://data.ordnancesurvey.co.uk/id/4000000074579496","Thornton",,"",,"populatedPlace","Town","334238","442032","23000","2000000","332667","440803","335734","444418","FY5","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY5",,,,"Wyre","http://data.ordnancesurvey.co.uk/id/7000000000004922","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Thornton,_Lancashire","http://sws.geonames.org/2635972","0101000020E6100000E0582894490308C057291E4C66EF4A40"
"osgb4000000074579620","http://data.ordnancesurvey.co.uk/id/4000000074579620","Staynall",,"",,"populatedPlace","Hamlet","336138","443899","5000","25000","335925","443693","336441","444193","FY6","http://data.ordnancesurvey.co.uk/id/postcodedistrict/FY6",,,,"Wyre","http://data.ordnancesurvey.co.uk/id/7000000000004922","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Lancashire","http://data.ordnancesurvey.co.uk/id/7000000000005156","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E61000004F4DD8B2EAC807C05D00E7DC93F14A40"
"osgb4000000074330556","http://data.ordnancesurvey.co.uk/id/4000000074330556","Greenscoe",,"",,"populatedPlace","Hamlet","321868","476350","5000","25000","321754","476016","322268","476683","LA16","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA16",,,,"Barrow-in-Furness","http://data.ordnancesurvey.co.uk/id/7000000000012941","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"","","0101000020E610000058CF464F949609C0F6DEAAAFA6164B40"
"osgb4000000074563009","http://data.ordnancesurvey.co.uk/id/4000000074563009","Aldingham",,"",,"populatedPlace","Hamlet","328307","471052","5000","25000","328068","470750","328611","471360","LA12","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA12",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Aldingham","http://sws.geonames.org/2657532","0101000020E61000006C75702601CA08C0BD28078FAD104B40"
"osgb4000000074562405","http://data.ordnancesurvey.co.uk/id/4000000074562405","Ulverston",,"",,"populatedPlace","Town","328815","478289","27000","2000000","327299","476257","331390","479224","LA12","http://data.ordnancesurvey.co.uk/id/postcodedistrict/LA12",,,,"South Lakeland","http://data.ordnancesurvey.co.uk/id/7000000000012934","http://data.ordnancesurvey.co.uk/ontology/admingeo/District","Cumbria","http://data.ordnancesurvey.co.uk/id/7000000000013244","http://data.ordnancesurvey.co.uk/ontology/admingeo/County","North West","http://data.ordnancesurvey.co.uk/id/7000000000041431","England","http://data.ordnancesurvey.co.uk/id/country/england",,"http://dbpedia.org/resource/Ulverston","http://sws.geonames.org/2635183","0101000020E61000007CB239E197BD08C0A77C96C702194B40"
